2,77,51,,11,,52,,52,7,1,7,7,1,1,7,1,7,5,7,1,7,1,5,7,4,7,4,1,1,7,1,2,5,1,7,7,7,7,1,7,1,7,1,7,7,1,7,1,7,1,1,5,1,4,7,5,6,2,7,1,7,4,7,4,1,7,4,4,7,1,1,6,4,4,7,7,3,2,1,2,7,6,7,7,6,7,6,7,,7,7,,7,,4,,1,1,7,,,,,,7,,7,7,,,,,5,7,,7,7,1,,,7,,,,,,1,4,,,5,,4,1,,1,,1,4,4,3,3,3,1,1,2,1,1,3,1,1,1,1,2,2,2,1,1,3,2,7,4,7,7,7,3,6,1,1,1,7,7,7,3,1,4,7,1,7,5,4,7,7,7,4,6,7,5,6,1,7,6,7,6,4,7,7,7,6,7,7,1,2,6,6,5,4,1,5,4,1,2,7,1,7,1,3,4,2,2,1,4,5,4,7,3,6,5,5,1,3,6,2,1,4,4,6,2,1,5,3,6,1,7,5,5,7,5,5,4,1,6,7,2,1,7,3,7,3,5,2,6,7,6,4,7,5,7,7,,,,6,,7,7,,,7,7,6,1,,,,7,7,5,,7,,6,6,2,,,,,7,,,,4,5,,,,,,,7,7,7,,7,,6,6,7,8,7,9,,1,4,,,,4,,2,1,,4,,4,,4,7,7,98,1,1,98,98,1,5,6,7,7,7,1,4,98,98,98,98,98,4,2,6,7,5,1,0,0,0,0,0,1,0,-1,-1,0,0,1,0,-1,0,-1,1,0,0,1,0,0,1,0,-1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,5,4,3,,,1,4,1,1,4,1,5,5,1,4,5,3,5,2,77,1,3,2,1984,1,2,,8,5,1,15,1,3,,1,,4
2,4,83,6,73,79,82,67,47,5,4,3,4,3,5,5,4,4,3,5,3,5,3,4,6,3,4,3,4,4,6,5,5,2,5,3,4,6,5,5,3,6,4,4,6,5,4,3,4,5,3,4,4,4,4,6,5,4,3,5,3,5,4,3,3,4,6,4,4,2,3,3,3,2,5,5,6,6,5,6,4,5,7,5,6,5,3,5,2,,6,6,,3,,,,4,3,3,,,6,,,5,3,5,5,,5,5,,2,,,,,,6,2,,,,6,,3,,,5,,,6,4,4,3,6,2,,,,4,3,4,3,4,5,1,4,2,3,4,3,3,4,3,3,2,3,2,3,5,3,3,4,4,3,3,4,5,6,6,6,6,5,5,7,3,1,4,5,4,4,4,4,5,5,4,3,4,4,3,2,6,3,5,4,6,4,5,,4,3,5,3,4,4,4,7,2,3,5,4,5,6,2,3,1,4,3,5,5,4,7,6,6,6,4,5,3,4,5,6,6,5,4,5,3,5,4,5,3,3,3,5,5,5,4,5,4,4,3,2,5,7,3,6,6,3,4,6,5,6,5,2,7,,7,5,,4,2,,3,,5,,,,5,,4,2,4,,,,3,5,4,,6,6,6,,5,5,,3,,,,,,,,,,,6,4,,7,2,3,,4,4,7,6,6,8,9,4,,4,,2,,3,3,,,,4,3,,,3,5,5,98,,6,4,98,6,1,1,1,4,1,1,1,3,5,5,4,1,1,3,5,7,1,-1,1,-1,0,0,0,0,0,1,0,-1,1,0,0,-1,0,0,0,-1,-1,0,-1,0,-1,0,0,1,-1,0,0,0,-1,0,0,0,-1,-1,-1,-1,1,6,4,2,,2,,4,5,5,5,5,3,4,4,3,4,4,5,4,70,,3,3,1985,5,2,,1,1,0,17,1,3,,1,,4
2,0,15,0,50,80,75,60,0,6,2,2,5,3,1,2,2,5,1,7,1,7,1,6,4,5,3,4,5,1,5,1,1,7,5,7,6,6,7,1,7,1,7,1,7,7,1,7,1,6,5,3,6,2,1,4,3,3,3,2,5,5,6,3,2,4,6,2,6,6,2,2,6,7,5,7,6,2,2,7,6,2,5,5,6,6,7,7,,,,6,2,,,5,,2,1,6,2,,5,,5,,,1,,1,,,5,4,,,1,1,1,,,5,,3,6,1,,1,,,1,,1,1,,,1,,,1,,4,2,4,1,1,1,1,3,4,4,3,4,2,2,3,4,3,2,3,4,5,1,7,3,3,2,6,1,2,2,6,4,5,3,2,6,6,3,7,5,5,5,7,5,6,7,6,6,3,3,6,7,7,3,6,5,7,6,6,3,6,5,4,7,3,1,5,5,5,4,1,3,5,6,3,1,7,3,7,1,4,4,5,7,7,1,7,1,1,1,1,5,1,1,7,1,1,7,3,5,5,3,3,5,5,7,3,3,3,7,3,2,7,5,2,,5,5,4,3,7,7,5,1,3,5,5,3,5,6,5,,,3,5,3,,5,,,,3,5,6,,,,,,2,,1,1,2,,,,,5,7,2,7,,,,,6,6,,,,6,6,,,6,,3,8,2,1,2,2,2,3,,,2,,,1,2,2,,,,,7,4,2,7,4,1,7,6,5,3,2,2,3,2,1,1,98,98,7,98,98,4,1,6,7,4,1,1,0,-1,1,1,-1,1,-1,-1,1,0,1,-1,1,1,-1,-1,-1,1,1,0,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,4,5,,,,5,2,3,5,1,4,2,4,2,3,3,2,2,20,,5,4,1992,6,2,,1,5,1,3,1,2,,,1,3
2,,,,58,75,100,100,100,1,7,7,1,7,7,2,1,4,7,4,4,7,4,1,7,7,7,1,7,6,4,7,7,7,7,1,1,5,1,1,1,6,1,1,7,1,7,7,1,7,1,7,4,1,7,7,1,7,1,1,7,7,7,7,7,4,7,1,7,7,7,7,4,7,7,7,7,7,7,7,7,4,7,7,7,1,1,7,1,1,1,,1,,,1,5,,1,,,,7,,,,,7,6,,,,,1,1,4,,7,2,7,,,,,,,1,1,1,7,,1,,1,1,,1,,1,1,,4,2,2,3,3,3,2,2,4,4,4,4,4,4,4,4,4,2,4,2,1,4,7,7,1,1,4,4,2,7,7,7,1,1,7,1,1,7,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,1,7,7,1,7,1,1,4,7,1,4,1,1,1,7,7,1,1,7,7,1,7,7,7,1,7,1,1,7,7,1,7,1,4,1,1,,7,1,4,4,7,1,7,1,7,7,1,1,5,7,7,7,6,4,7,4,1,1,7,1,7,7,1,4,,4,,,,1,1,1,,7,,,1,,,,,,,7,,5,7,7,7,,,7,7,7,7,7,,,1,7,,7,7,,7,5,5,,1,,7,,,7,,7,,6,5,1,0,0,5,,,1,1,,1,,1,1,,,,,1,2,1,1,98,98,98,1,98,1,98,98,98,4,98,1,1,98,98,4,98,1,4,2,1,7,4,1,1,1,1,-1,1,1,1,0,1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,4,3,5,,,1,4,1,1,1,1,2,4,1,1,4,1,2,1,2,,3,4,1989,5,2,,1,5,0,15,2,,1,,,4
2,45,42,47,45,63,41,64,53,5,4,5,6,2,1,5,4,4,4,4,2,5,2,5,5,5,4,4,4,4,4,4,5,5,4,5,6,6,6,2,6,6,6,1,5,6,2,7,1,4,4,4,6,5,4,6,3,6,4,4,4,6,6,6,2,5,5,5,5,6,4,4,6,4,5,4,6,4,4,4,6,2,4,6,7,5,5,5,6,5,,,,6,,,4,1,1,6,7,4,6,6,,,4,,,,,,6,6,,5,4,,,,,6,,,,,,1,5,4,,4,4,5,,,4,,,4,,3,2,4,2,2,2,2,1,2,2,3,2,3,3,3,3,2,2,3,2,6,4,5,5,6,3,5,2,4,4,6,6,5,4,,4,6,4,7,6,6,4,4,6,5,6,6,5,6,5,4,4,6,6,4,5,6,6,5,3,6,2,2,6,,4,4,3,5,4,4,3,3,2,2,4,2,4,5,2,5,3,5,3,5,5,5,5,3,1,2,4,5,3,3,2,2,4,4,4,5,3,4,4,5,6,4,4,5,5,4,5,5,4,5,5,3,3,5,3,4,5,4,3,4,,5,,4,4,6,,6,,,6,,4,6,6,4,3,,2,5,,,,4,,5,,,4,4,,,5,,,4,5,,5,5,,5,,5,4,,5,,,,,,7,7,6,5,7,,,4,4,,3,,,,4,,4,,4,3,6,6,5,2,1,1,2,1,2,98,1,2,1,2,3,1,98,1,1,1,1,2,2,3,4,4,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,-1,0,-1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,6,5,2,,2,,1,2,1,3,1,-999,-999,1,5,1,4,1,1,67,,3,2,1970,6,2,,8,5,0,18,2,,2,,,3
2,0,0,5,15,55,70,5,30,5,2,4,4,4,2,6,1,6,7,6,2,7,2,5,4,4,3,4,6,1,4,2,2,6,1,5,4,7,5,3,5,2,5,3,4,5,3,7,1,4,7,5,5,2,5,4,6,4,3,5,3,5,5,2,1,1,7,1,5,4,7,5,7,7,7,5,7,7,1,4,6,3,6,5,5,7,6,7,6,6,6,,,,3,7,,3,1,7,,,4,,,5,,,,2,5,4,,,,,3,,3,4,,,,3,,,1,1,1,,1,,,1,,1,1,,1,1,,1,1,1,1,1,1,1,2,3,3,4,3,2,3,3,3,3,3,3,2,3,6,5,5,5,3,4,5,3,3,5,4,5,6,3,5,5,2,6,4,5,6,2,5,4,4,7,6,4,4,3,5,7,5,5,5,7,5,5,4,7,5,3,2,3,4,2,4,1,2,2,3,4,2,4,5,6,3,3,3,3,6,2,2,2,5,2,4,3,1,4,3,2,2,6,2,1,6,1,6,2,6,4,4,3,2,2,3,1,6,3,1,4,6,1,5,3,5,2,5,5,4,4,2,,6,6,,6,,,,,7,,,,6,,,,,1,,1,2,4,1,2,,3,,2,1,2,,,1,4,2,1,1,3,,,7,,7,7,,7,,,2,,3,,4,4,3,2,3,1,,,1,1,,1,,1,,,1,1,,,2,2,2,4,2,2,2,2,3,7,4,7,7,7,5,7,3,3,2,98,5,4,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,-1,9,6,3,,,1,5,4,1,5,5,5,5,1,4,5,4,4,3,5,,3,2,1982,5,2,,1,5,0,20,1,3,,1,,3
2,5,20,25,70,80,90,90,5,7,1,7,2,6,4,6,1,7,5,7,1,6,1,4,5,2,3,5,5,1,1,2,1,7,3,4,7,7,7,1,5,3,7,1,6,7,1,7,1,7,6,7,7,1,7,7,1,7,1,3,6,6,4,1,1,1,7,1,6,5,6,3,6,7,,7,7,3,3,6,7,1,2,5,6,5,5,5,1,4,7,,,3,,2,,,1,3,1,,6,,5,6,,1,,,,2,,5,,6,,1,,,,,3,2,,,,1,,1,,1,1,1,1,,1,,,,1,3,3,2,2,2,2,1,3,4,4,3,4,4,4,4,4,3,3,4,4,2,5,6,4,5,3,5,3,1,6,6,6,6,4,3,5,2,5,2,6,5,7,7,7,7,7,6,6,1,6,7,6,7,3,7,7,6,7,7,1,7,7,1,7,1,1,5,5,6,1,1,2,2,1,7,3,7,7,7,1,7,2,7,6,7,1,7,1,1,1,1,7,1,1,7,1,1,7,1,7,6,1,6,1,7,7,1,1,1,7,5,1,6,7,2,6,6,2,7,1,7,7,1,1,3,3,,,,,,,,,6,6,6,,6,,2,1,5,,,5,5,1,,1,2,,1,,5,7,,,,,,,,,,7,6,7,6,,,5,6,3,6,7,7,7,9,4,7,5,4,1,4,1,1,,,,1,,1,,,,,4,2,3,6,3,6,6,5,4,1,1,1,1,1,1,1,1,1,7,98,1,1,2,3,7,1,1,0,-1,-1,-1,0,0,0,-1,0,1,0,0,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,2,4,1,3,2,3,2,1,3,2,1,3,1,4,75,,4,4,1987,6,2,,8,5,1,19,1,3,,1,,2
2,26,22,22,85,81,70,28,20,5,2,5,5,3,2,5,2,6,6,6,2,6,2,5,6,4,5,4,6,3,4,2,1,5,3,6,5,6,3,3,6,4,6,2,4,5,3,7,1,3,5,6,4,3,2,5,2,6,2,3,6,3,3,5,2,3,4,3,5,4,4,5,5,7,5,6,6,5,3,2,6,3,2,5,5,6,6,6,,,5,,2,,2,,,2,1,,5,,5,2,,4,,,6,,,3,4,2,,,,,3,,,,,4,,2,,2,2,1,,1,2,,2,,1,1,,,,2,2,2,2,1,1,1,1,3,2,4,1,2,4,3,4,3,4,3,3,5,3,5,5,5,2,4,3,4,3,4,5,3,4,4,4,5,4,4,4,6,4,4,6,4,4,5,5,3,4,6,5,5,5,4,6,7,6,5,3,6,6,2,5,2,5,2,2,2,5,4,4,2,4,4,6,6,4,2,2,4,5,2,2,5,3,3,6,2,1,4,4,1,2,4,2,1,6,2,3,2,3,4,3,6,3,2,3,3,3,2,3,4,3,6,6,4,4,3,4,2,5,3,2,6,5,6,,5,,6,5,6,5,5,6,,,5,,,2,2,,,,,2,2,,2,4,,,3,4,2,,,,,2,,6,,,,,,,,,5,3,5,5,2,6,7,7,5,5,,2,2,2,,,,,2,,,4,4,,4,1,1,1,1,1,1,1,1,1,5,4,4,4,5,5,7,4,3,3,4,4,5,1,1,4,3,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,0,-1,1,-1,8,6,1,1,,,3,5,1,4,3,5,5,2,5,5,5,5,2,5,,3,2,1985,5,2,,8,5,0,2,1,3,,1,,2
2,11,4,27,43,52,86,58,11,5,3,7,4,5,4,6,3,7,7,7,1,7,6,6,6,1,6,4,7,1,6,1,2,7,2,6,7,7,7,1,6,1,7,1,6,7,1,7,1,6,7,7,6,1,7,7,1,7,1,1,7,6,5,2,1,4,4,3,4,5,7,1,7,7,4,6,7,6,2,5,5,3,1,7,5,5,7,5,5,,6,7,,,,6,2,,1,7,,5,5,,,6,,,,4,6,2,5,,,,2,1,,,4,,,,3,,,,,,4,5,1,,1,1,1,,1,,1,3,2,3,4,4,3,2,2,3,4,2,4,3,4,4,4,3,4,4,4,4,3,6,4,5,3,5,2,6,7,4,5,4,5,6,1,5,5,4,7,5,7,7,7,7,7,7,7,3,7,7,6,6,5,7,7,7,7,7,1,7,7,1,7,1,1,6,6,2,3,2,5,1,4,4,1,6,7,7,1,7,1,7,5,3,3,7,1,1,1,1,7,1,1,7,1,1,6,1,4,4,1,7,2,7,7,1,1,1,7,4,1,7,7,1,7,6,3,7,1,7,7,1,1,1,,4,,3,1,1,2,,2,2,,2,,,,7,,,7,,,,3,2,2,,4,3,7,5,,,,6,7,,,7,5,,5,,3,,,,,6,,,7,7,8,5,7,7,9,2,,2,,,1,1,,1,1,,,,4,,4,2,6,7,98,2,6,5,7,1,1,1,1,1,1,1,1,1,98,98,98,1,3,3,7,2,0,-1,0,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,0,-1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,2,2,3,,,2,4,3,1,2,2,5,2,1,1,2,1,2,2,75,,5,5,1992,5,2,,1,5,0,15,1,2,,,1,4
2,71,63,71,23,6,8,3,23,6,2,3,5,2,4,4,4,4,5,6,2,6,2,6,5,3,5,2,5,2,5,2,3,6,2,6,4,6,5,2,6,2,5,2,6,6,2,7,1,4,3,5,3,2,3,3,5,2,5,5,3,4,6,6,2,3,4,2,5,5,4,3,5,7,4,5,5,5,2,4,5,3,4,5,7,4,6,4,5,,6,,,6,3,,,2,1,,4,,,,6,6,,,4,5,6,2,,2,,,2,,,2,,,6,,7,,,,1,,,,,1,1,1,1,1,1,,1,3,2,3,3,3,3,1,2,3,3,3,2,2,2,2,2,2,2,3,2,2,3,6,3,3,5,4,3,2,3,7,5,6,4,4,7,5,2,6,4,2,4,4,3,2,4,4,3,3,2,2,2,6,6,3,3,5,3,3,4,5,2,5,2,5,3,5,2,5,4,2,2,6,2,5,5,6,4,4,4,3,4,3,3,4,3,5,3,4,1,2,5,1,2,5,3,2,6,2,7,2,6,2,6,3,2,5,5,3,5,2,3,5,4,2,5,1,5,3,5,4,5,5,3,5,,,5,6,6,,6,,6,,,,,,6,,2,3,,2,,,3,,2,3,2,2,2,,,3,,,4,2,6,2,,,6,,,5,6,,5,,3,,,2,2,3,2,1,2,1,,,1,1,1,,,,1,,1,,,2,6,6,4,5,3,5,6,4,2,4,4,4,4,3,2,2,5,4,4,3,4,3,3,6,7,5,1,-1,0,0,0,1,0,0,-1,1,0,1,0,0,-1,0,-1,1,-1,0,0,0,0,1,0,-1,0,1,1,1,-1,1,1,0,1,1,1,1,1,1,5,3,3,,,2,4,3,2,3,3,5,5,3,4,4,3,4,2,33,,3,2,1972,1,,,,2,1,23,1,3,,1,,4
